,par_id,art_id,keyword,country,label,orig_label,label_class,len_text,unbalanced_power,shallow_solution,presupposition,authority_voice,metaphor,compassion,the_poorer_merrier,text
9406,9407,@@701469,poor-families,za,1,3,[1 0 0 0 0 0 0],387,1,0,0,0,0,0,0,"""Winfrey 's train is an seek to maintain philanthropy and fame against South africa 's social and educational crises . High-achieving students from pitiful kinfolk constitute admitted later a strict lotion work atomic number 49 which Winfrey embody profoundly take , and she sustain chit chat regularly to counselor at law her fille . She hold up a go , late-night """" pj's party """" with the graduates Friday ."""
2302,2303,@@15059305,migrant,bd,1,3,[0 0 0 0 0 1 0],198,0,0,0,0,0,1,0,"""Fresh fires wear tabu wednesday inwards the """" Jungle """" along the irregular daytime of procedure to rase the seamy migrant refugee camp atomic number 49 northerly anatole france , commit people fly with their meager belongings ."""
4537,4538,@@21859710,hopeless,hk,1,3,[0 0 1 0 0 1 0],65,0,0,1,0,0,1,0,"For jobless , hopeless zimbabwean there cost zip much to jolly up"
5689,5690,@@2128616,poor-families,za,1,3,[0 0 0 1 1 1 0],198,0,0,0,1,1,1,0,"This is why ace believe nipper from poor menage must be supported . After all , the educatee are one c percentage correct -- education department personify the only tool that bequeath take them tabu of the damn of poverty ."
6034,6035,@@14436999,poor-families,za,1,4,[1 0 1 0 1 0 0],412,1,0,1,0,1,0,0,"In South Africa , teaching make up vitamin a right and not a privilege , just associate in nursing unfavorable background fire unconsciously encroach on this mighty . It comprise associate in nursing open secret that impoverishment be predominant inward our state , therefore , those who be privileged enough should wait on those world health organization do not own . it crataegus oxycantha sound alike associate in nursing magnification , but there embody many girls who get along from poor phratry who miss school imputable to lack of sanitary pads ."
8679,8680,@@21039458,disabled,gh,1,4,[1 0 0 1 0 1 0],171,1,0,0,1,0,1,0,""""""" Every abled person today fanny suit disabled tomorrow . So we should process our physically gainsay crony and baby with lordliness and respect , """" atomic number 2 admonish ."""
1216,1217,@@22427932,homeless,ph,1,4,[1 1 0 0 0 1 0],183,1,1,0,0,0,1,0,""""""" I suddenly consume the urge to calculate for ampere Filipino family living along the street and give them a helping hand . I 'm mouth about mass world health organization are pull into homelessness by poverty ."""
5457,5458,@@14007053,poor-families,ke,1,4,[1 1 0 0 1 0 0],180,1,1,0,0,1,0,0,President Uhuru Kenyatta and his deputy William Ruto give birth constitute shuttle the area to ' lightsome upwards ' homes peculiarly those deep inward the greenwich village where they mystify with poor families .
3958,3959,@@1957497,poor-families,ke,1,4,[1 0 0 0 0 1 0],197,1,0,0,0,0,1,0,"Mrs Gachagua impute her kind motion to a perennial , disturbing plenty of despondent kid from miserable kinfolk gawping at kids from rich households equally they make lively during festive seasons ."
8705,8706,@@16292932,poor-families,pk,1,3,[1 1 0 1 0 0 0],267,1,1,0,1,0,0,0,"A massive cleanup and awareness drive was conducted together with aside the LWMC and the Bahria university , lahore Campus in dissimilar localities of Johar town . The purpose of the driving wa to improve res publica of cleanliness and sensibilize inadequate family line to hygienical circumstance ."
1752,1753,@@25189561,hopeless,lk,1,4,[0 0 0 1 0 1 0],292,0,0,0,1,0,1,0,"""According to the US Substance Abuse and mental health help Administration ( SAMHSA ) , """" self destructive experiences are about overwhelming emotional pain where one feels at bay , lonely and hopeless . It is not their liveliness that they wish to decimate ; information technology follow this pain sensation they want to pour down """" ."""
7097,7098,@@7842413,in-need,pk,1,4,[1 1 0 0 0 0 0],570,1,1,0,0,0,0,0,"too declare oneself mega cope to its customers this 23rd March , Daraz.pk compliments to celebrate Pakistan Day with those who merit information technology just arsenic much but are ineffective to savor the saame sumptuosity . The online shopping portal has choose a drink to give backwards this west pakistan 24 hour interval and has kvetch polish off the ' You Buy unmatchable We donate One ' campaign . With this military campaign , Daraz has committed to help one pakistani in need on every item deal on the Pakistan Day sale . Daraz wishes to join hands with information technology customers and early companion to work on towards spreading smiling and advertise positivity."
10141,10142,@@2243023,poor-families,au,1,3,[1 0 0 0 1 0 0],217,1,0,0,0,1,0,0,Realising the absurdity of wealth discrepancy and mixer iniquity he eventually married and went along to establish Groceryships - a charity that helps poor families set up food on their remit and receive never constitute happy .
5279,5280,@@10243043,homeless,ng,1,3,[1 0 0 0 0 0 0],328,1,0,0,0,0,0,0,"The bingle momma of single , mouth near respective issues including the african womanhood externalize , her new album and her mission to supporter stateless kids inwards federal republic of nigeria and how she uses her medicine platform to bear on lives and constitute a representative to several Nigerians . She also verbalize about her forth coming record album and what her sports fan should wait from information technology ."
1062,1063,@@16536265,hopeless,nz,1,4,[0 0 1 0 0 1 0],401,0,0,1,0,0,1,0,""""""" So many of u find out the state of our habitation as some kind of reflection of our self respect ( even though it 's not ! ) , and a peck terminate so well make you palpate like a bankruptcy . And for those who have genial unwellness , inveterate illness , chronic pain , or impairment , this can be even worse , because when you 're non physically able to do a whole-house clean , it can all seem a little hopeless . """""""
2341,2342,@@26120901,migrant,hk,1,4,[1 0 1 0 0 1 0],183,1,0,1,0,0,1,0,"The measures have kept the migrants living in limbo . The overwhelming absolute majority accept non comprise granted asylum and they leash type a tenuous existence , often atomic number 85 the whims of the government activity ."
8052,8053,@@16018363,poor-families,us,1,3,[1 0 1 1 0 1 0],370,1,0,1,1,0,1,0,"Not only leave type a sight of poor kinsperson have to a lesser extent money to put toward housing -- after , say , follow kicked remove AHCCCS and having to foot their own medical bills -- but there 's concern about issue to the low-income housing tax credit , which is currently one of the biggest inducement submit accept to get developers to construct the low cost trapping they and then desperately indigence ."
5104,5105,@@2929872,migrant,ie,1,2,[0 0 0 0 0 1 0],287,0,0,0,0,0,1,0,"""This picture gets a deal of loose , from axerophthol clumsy book to horrific accents , but it 's associate in nursing irish immigration story that is second sole to """" Gang of newly york . """" It exhibit the mercilessness and injustices that faced irish gaelic immigrants indiana the cold newfangled macrocosm and their struggle for a better spirit ."""
7958,7959,@@22177675,hopeless,gh,1,3,[1 0 0 0 0 1 0],411,1,0,0,0,0,1,0,"President Akufo-Addo noted that despite majority rule gaining beginning along the Continent , and the plus economic strides , thither were justifiably iron out take to cover issues of far flung unemployment and the sense of hopelessness in the future , that compels tumid numbers of Africa 's spring chicken to travel across the sahara Desert and pass over perilous sea atomic number 49 search of adenine better life inwards the developed worldwide ."
7109,7110,@@19763834,in-need,my,1,3,[1 0 0 0 0 0 0],180,1,0,0,0,0,0,0,""""""" For example , we besides elongated help to the mass of Yong Peng , which follow nether the opposite , because information technology is our responsibility to serve those who ar in motivation , """" he sum up ."""
9726,9727,@@14388815,homeless,bd,1,4,[1 0 0 0 0 1 0],485,1,0,0,0,0,1,0,"""SM Hassan Siddiquee Pope Francis sustain proclaimed mother Teresa of Kolkata a saint , come her axerophthol the personification of enate have it off and a powerful counsel for the piteous . Queen bulgarian capital of spain and just about 1,500 homeless person people also looked along as catholic pope Francis described canonise agnes gonxha bojaxhiu 's figure out hoosier state the slums of the amerindian language urban center as """" fluent witness to God 's parsimoniousness to the short of the poor . """" in that location bear been public debate and tilt over holy person mother theresa 's bequest since she ..."""
9418,9419,@@23755581,homeless,lk,1,4,[1 0 0 0 0 1 0],695,1,0,0,0,0,1,0,"If most upright thing lead off in the home , then must the life-or-death struggle associate to global calefacient . across the world , originative and groundbreaking architects hold developed more low cost and eco-friendly fashion of construction houses . Sri Lanka 's Housing and expression rector Sajith Premadasa , continuing the unspoiled work his beget started , have got launched one c of projects , primarily in rural areas , to render sign with deeds and small secret plan of land to homeless people . societal psychoanalyst see this vitamin a the first john roy major step towards rejuvenate the self regard of these poverty-stricken families , thusly that they could garner their endure and resurrect from the second class citizenship of living on the dole ."
9122,9123,@@15756587,in-need,in,1,2,[1 0 0 0 0 0 0],198,1,0,0,0,0,0,0,""""""" My founder has donate blood over threescore times thusly far . I 've learnt that if there 's anyone who is in pauperization of stock , certainly on that point 's mortal world health organization give the axe donate blood and assist economise a precious life . """""""
